objectid,title,attribution,medium,classification,subclassification,beginyear,endyear,depictstmsobjectid,iiifurl,iiifthumburl,openaccess
130895,"Ancient Ruins near Messina, Sicily",Jean-Charles-Joseph Rémond,oil on paper on canvas,Painting,,1842.0,1842.0,130895,https://api.nga.gov/iiif/edc2237a-36a1-471e-aac0-73465c96cfbe,"https://api.nga.gov/iiif/edc2237a-36a1-471e-aac0-73465c96cfbe/full/!200,200/0/default.jpg",1
195850,"The Louvre, Afternoon, Rainy Weather",Camille Pissarro,oil on canvas,Painting,,1900.0,1900.0,195850,https://api.nga.gov/iiif/f7896300-10dd-4eec-ae25-bf689ce99015,"https://api.nga.gov/iiif/f7896300-10dd-4eec-ae25-bf689ce99015/full/!200,200/0/default.jpg",1
41609,Fantastic Landscape with Figures,Emilian 16th Century,oil on canvas,Painting,,1550.0,1599.0,41609,https://api.nga.gov/iiif/efa34041-8d2e-400b-a478-1a85b84d3a97,"https://api.nga.gov/iiif/efa34041-8d2e-400b-a478-1a85b84d3a97/full/!200,200/0/default.jpg",1
50558,Three Auca Children,George Catlin,oil on card mounted on paperboard,Painting,,1854.0,1869.0,50558,https://api.nga.gov/iiif/e41abfcf-f048-4b89-9d56-d29514f7a76d,"https://api.nga.gov/iiif/e41abfcf-f048-4b89-9d56-d29514f7a76d/full/!200,200/0/default.jpg",1
52957,Southern Resort Town,Dana Smith,oil on canvas,Painting,,1880.0,1880.0,52957,https://api.nga.gov/iiif/ec8bb271-e62c-4c85-bd8c-99ba9b38e79c,"https://api.nga.gov/iiif/ec8bb271-e62c-4c85-bd8c-99ba9b38e79c/full/!200,200/0/default.jpg",1
34066,Sarah Blake Sturgis,Francis Alexander,oil on canvas,Painting,,1835.0,1835.0,34066,https://api.nga.gov/iiif/cb038ed7-90e6-44f9-8fdf-fd37a518eba9,"https://api.nga.gov/iiif/cb038ed7-90e6-44f9-8fdf-fd37a518eba9/full/!200,200/0/default.jpg",1
46102,Madonna and Child Enthroned with Saint Peter and Saint Paul,Domenico di Bartolo,tempera (?) on panel,Painting,,1430.0,1430.0,46102,https://api.nga.gov/iiif/6cdc6222-4662-4ae2-8609-7ccbb695f0fa,"https://api.nga.gov/iiif/6cdc6222-4662-4ae2-8609-7ccbb695f0fa/full/!200,200/0/default.jpg",1
50654,"See-non-ty-a, an Iowa Medicine Man",George Catlin,oil on canvas,Painting,,1844.0,1845.0,50654,https://api.nga.gov/iiif/882b3270-5a8f-4627-8800-0c1ab378d817,"https://api.nga.gov/iiif/882b3270-5a8f-4627-8800-0c1ab378d817/full/!200,200/0/default.jpg",1
50620,Indians and Horses in the Forest,George Catlin,oil on card mounted on paperboard,Painting,,1854.0,1869.0,50620,https://api.nga.gov/iiif/c1f3e841-0100-44ff-b494-cd0a01fe44a5,"https://api.nga.gov/iiif/c1f3e841-0100-44ff-b494-cd0a01fe44a5/full/!200,200/0/default.jpg",1
34163,Portrait of an Old Man,Alphonse Legros,oil on canvas,Painting,,1837.0,1911.0,34163,https://api.nga.gov/iiif/9b390c82-01dd-4538-94fb-9091e489e17f,"https://api.nga.gov/iiif/9b390c82-01dd-4538-94fb-9091e489e17f/full/!200,200/0/default.jpg",1
52218,Nude with Figure in Background,Auguste Renoir,oil on canvas,Painting,,1882.0,1882.0,52218,https://api.nga.gov/iiif/8fdbb379-5dd5-46bf-b884-75758156b68b,"https://api.nga.gov/iiif/8fdbb379-5dd5-46bf-b884-75758156b68b/full/!200,200/0/default.jpg",1
195170,On the Coast of New Jersey,William Trost Richards,oil on canvas,Painting,,1883.0,1883.0,195170,https://api.nga.gov/iiif/bbcdf5c0-104b-47c4-bd1c-dd4d3f66e8b7,"https://api.nga.gov/iiif/bbcdf5c0-104b-47c4-bd1c-dd4d3f66e8b7/full/!200,200/0/default.jpg",1
52452,The Voyage of Life: Manhood,Thomas Cole,oil on canvas,Painting,,1842.0,1842.0,52452,https://api.nga.gov/iiif/242acea8-e32b-4119-bd4c-2d8d87675f4b,"https://api.nga.gov/iiif/242acea8-e32b-4119-bd4c-2d8d87675f4b/full/!200,200/0/default.jpg",1
50651,"Two Sioux Chiefs, a Medicine Man, and a Woman with a Child",George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50651,https://api.nga.gov/iiif/d7f45e79-4301-4461-899c-6144145f678b,"https://api.nga.gov/iiif/d7f45e79-4301-4461-899c-6144145f678b/full/!200,200/0/default.jpg",1
42928,The Artist's Garden,Ralph Albert Blakelock,oil on canvas,Painting,,1879.0,1889.0,42928,https://api.nga.gov/iiif/337092d8-1346-4470-a92a-43ef385cf982,"https://api.nga.gov/iiif/337092d8-1346-4470-a92a-43ef385cf982/full/!200,200/0/default.jpg",1
164966,"The Seine with Clothing on the Bank (Study for ""Bathers at Asnières"")",Georges Seurat,oil on wood,Painting,,1883.0,1884.0,164966,https://api.nga.gov/iiif/5281e790-4463-4ad6-b194-b76a1375317f,"https://api.nga.gov/iiif/5281e790-4463-4ad6-b194-b76a1375317f/full/!200,200/0/default.jpg",1
32,The Flight into Egypt,Vittore Carpaccio,oil on panel,Painting,,1515.0,1515.0,32,https://api.nga.gov/iiif/23f1a338-a614-4017-8381-23a7d6eff496,"https://api.nga.gov/iiif/23f1a338-a614-4017-8381-23a7d6eff496/full/!200,200/0/default.jpg",1
1235,Portrait of a Young Man,Venetian 16th Century,oil on panel,Painting,,1505.0,1505.0,1235,https://api.nga.gov/iiif/adfc4257-a364-4087-9a25-4727ef3bc56f,"https://api.nga.gov/iiif/adfc4257-a364-4087-9a25-4727ef3bc56f/full/!200,200/0/default.jpg",1
67,A Farm in the Sunlight,Meindert Hobbema,oil on canvas,Painting,,1668.0,1668.0,67,https://api.nga.gov/iiif/fa6c1ed4-837b-454b-89cd-603f26e9575d,"https://api.nga.gov/iiif/fa6c1ed4-837b-454b-89cd-603f26e9575d/full/!200,200/0/default.jpg",1
50472,"Athapasca Chief, His Wife, and a Warrior",George Catlin,oil on card mounted on paperboard,Painting,,1855.0,1869.0,50472,https://api.nga.gov/iiif/04359922-eef3-4a80-b7c3-747b039b893c,"https://api.nga.gov/iiif/04359922-eef3-4a80-b7c3-747b039b893c/full/!200,200/0/default.jpg",1
174950,"In the Land of Promise, Castle Garden",Charles Frederic Ulrich,oil on wood,Painting,,1884.0,1884.0,174950,https://api.nga.gov/iiif/0794483c-b8c5-462c-b2a3-363696c7bad4,"https://api.nga.gov/iiif/0794483c-b8c5-462c-b2a3-363696c7bad4/full/!200,200/0/default.jpg",1
398,Portrait of a Gentleman,Bartolomeo Veneto,oil on panel transferred to canvas,Painting,,1520.0,1520.0,398,https://api.nga.gov/iiif/710f9b91-32e0-4828-ad5d-2d01018a804e,"https://api.nga.gov/iiif/710f9b91-32e0-4828-ad5d-2d01018a804e/full/!200,200/0/default.jpg",1
231675,Elderly Woman with a Pearl Necklace,Cornelis Bisschop,oil on canvas,Painting,,1650.0,1659.0,231675,https://api.nga.gov/iiif/ec9d38c1-290b-4865-9c8f-ffa45f404075,"https://api.nga.gov/iiif/ec9d38c1-290b-4865-9c8f-ffa45f404075/full/!200,200/0/default.jpg",1
50592,View of the Shore of the Amazon - Boat Sketch,George Catlin,oil on card mounted on paperboard,Painting,,1854.0,1869.0,50592,https://api.nga.gov/iiif/28ed06ee-6d28-4843-a9b8-7bd0cae5cdd0,"https://api.nga.gov/iiif/28ed06ee-6d28-4843-a9b8-7bd0cae5cdd0/full/!200,200/0/default.jpg",1
46684,Mademoiselle Sicot,Auguste Renoir,oil on canvas,Painting,,1865.0,1865.0,46684,https://api.nga.gov/iiif/29f42b08-4e31-4a50-9a5f-f0f2d31a7f90,"https://api.nga.gov/iiif/29f42b08-4e31-4a50-9a5f-f0f2d31a7f90/full/!200,200/0/default.jpg",1
52157,On the Jetty,Eugène Boudin,oil on wood,Painting,,1869.0,1870.0,52157,https://api.nga.gov/iiif/5cf55c86-c394-4f98-98ac-e8080eb56fa3,"https://api.nga.gov/iiif/5cf55c86-c394-4f98-98ac-e8080eb56fa3/full/!200,200/0/default.jpg",1
46063,Imaginary Self-Portrait of Titian,Pietro della Vecchia,oil on canvas,Painting,,1650.0,1660.0,46063,https://api.nga.gov/iiif/f8952243-65a1-4ccc-865c-5e43e7fe099a,"https://api.nga.gov/iiif/f8952243-65a1-4ccc-865c-5e43e7fe099a/full/!200,200/0/default.jpg",1
46431,Miss Grace Woodhouse,John Singer Sargent,oil on canvas,Painting,,1890.0,1890.0,46431,https://api.nga.gov/iiif/f342d303-e43d-47eb-b327-8929db41f333,"https://api.nga.gov/iiif/f342d303-e43d-47eb-b327-8929db41f333/full/!200,200/0/default.jpg",1
41691,Saint George and the Dragon,Sodoma,oil on panel,Painting,,1518.0,1518.0,41691,https://api.nga.gov/iiif/67a29f53-5304-4097-8324-02015444d79a,"https://api.nga.gov/iiif/67a29f53-5304-4097-8324-02015444d79a/full/!200,200/0/default.jpg",1
177550,Landscape,Jean-Charles Cazin,oil on canvas,Painting,,1876.0,1876.0,177550,https://api.nga.gov/iiif/3776e036-6d79-41d3-8900-bb5bdd1905cc,"https://api.nga.gov/iiif/3776e036-6d79-41d3-8900-bb5bdd1905cc/full/!200,200/0/default.jpg",1
249,A Girl with a Flower in Her Hair,Pietro Rotari,oil on canvas,Painting,,1760.0,1762.0,249,https://api.nga.gov/iiif/9d1455d3-8732-45af-9511-b0299968ad29,"https://api.nga.gov/iiif/9d1455d3-8732-45af-9511-b0299968ad29/full/!200,200/0/default.jpg",1
41624,The Mourning Saint John the Evangelist,Master of the Franciscan Crucifixes,tempera on panel,Painting,,1270.0,1275.0,41624,https://api.nga.gov/iiif/cbfa8d2d-dd02-4101-94be-15413ecf717f,"https://api.nga.gov/iiif/cbfa8d2d-dd02-4101-94be-15413ecf717f/full/!200,200/0/default.jpg",1
52223,Peaches on a Plate,Auguste Renoir,oil on canvas,Painting,,1902.0,1905.0,52223,https://api.nga.gov/iiif/6f169290-6717-4c01-9767-2f675230718d,"https://api.nga.gov/iiif/6f169290-6717-4c01-9767-2f675230718d/full/!200,200/0/default.jpg",1
195455,Josephine Knitting,Edmund Tarbell,oil on canvas,Painting,,1916.0,1916.0,195455,https://api.nga.gov/iiif/4d10c83f-3901-4a65-aa90-b6bbba476fba,"https://api.nga.gov/iiif/4d10c83f-3901-4a65-aa90-b6bbba476fba/full/!200,200/0/default.jpg",1
50650,Vapor Bath - Minatarree,George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50650,https://api.nga.gov/iiif/56ec0b7a-f749-4178-8eb0-071c13e73d0f,"https://api.nga.gov/iiif/56ec0b7a-f749-4178-8eb0-071c13e73d0f/full/!200,200/0/default.jpg",1
50536,Three Zurumati Indians,George Catlin,oil on card mounted on paperboard,Painting,,1854.0,1869.0,50536,https://api.nga.gov/iiif/5fd02c44-bd8e-49ab-b259-c4582f7ce697,"https://api.nga.gov/iiif/5fd02c44-bd8e-49ab-b259-c4582f7ce697/full/!200,200/0/default.jpg",1
164955,Riders on the Beach at Dieppe,Rene Pierre Charles Princeteau,oil on canvas,Painting,,1892.0,1892.0,164955,https://api.nga.gov/iiif/e56baa57-8d38-41de-84f7-9613fd772f2d,"https://api.nga.gov/iiif/e56baa57-8d38-41de-84f7-9613fd772f2d/full/!200,200/0/default.jpg",1
50635,Father Hennepin and Two Companions Made Prisoners by the Sioux.  April 1680,George Catlin,oil on canvas,Painting,,1847.0,1848.0,50635,https://api.nga.gov/iiif/a5c51660-b530-44e4-9a7c-96c8a496d0e3,"https://api.nga.gov/iiif/a5c51660-b530-44e4-9a7c-96c8a496d0e3/full/!200,200/0/default.jpg",1
166500,Luxembourg Gardens,William James Glackens,oil on canvas,Painting,,1906.0,1906.0,166500,https://api.nga.gov/iiif/f6edcd0b-e9c1-4ed7-9f1c-290b68b1dd92,"https://api.nga.gov/iiif/f6edcd0b-e9c1-4ed7-9f1c-290b68b1dd92/full/!200,200/0/default.jpg",1
52182,Bon Bock Café,Style of Edouard Manet,oil on wood,Painting,,1881.0,1881.0,52182,https://api.nga.gov/iiif/875bca67-6540-41e4-b45a-736696c1704e,"https://api.nga.gov/iiif/875bca67-6540-41e4-b45a-736696c1704e/full/!200,200/0/default.jpg",1
157923,"East Hampton Beach, Long Island",Winslow Homer,oil on canvas,Painting,,1874.0,1874.0,157923,https://api.nga.gov/iiif/e448a88b-b7c1-486e-9995-9c96d611faff,"https://api.nga.gov/iiif/e448a88b-b7c1-486e-9995-9c96d611faff/full/!200,200/0/default.jpg",1
42405,"Steamer ""St. Lawrence""",James Bard,oil on canvas,Painting,,1850.0,1850.0,42405,https://api.nga.gov/iiif/299ecef4-0bdb-4cab-a8f9-e4663364620a,"https://api.nga.gov/iiif/299ecef4-0bdb-4cab-a8f9-e4663364620a/full/!200,200/0/default.jpg",1
34153,Unidentified British Navy Officer,John Wollaston,oil on canvas,Painting,,1745.0,1745.0,34153,https://api.nga.gov/iiif/9b0ad3d1-99f6-4a85-8184-8815d7a2c240,"https://api.nga.gov/iiif/9b0ad3d1-99f6-4a85-8184-8815d7a2c240/full/!200,200/0/default.jpg",1
166471,Simplon Pass,John Singer Sargent,oil on canvas,Painting,,1911.0,1911.0,166471,https://api.nga.gov/iiif/482e9978-5e15-4947-bf8b-67275347b13d,"https://api.nga.gov/iiif/482e9978-5e15-4947-bf8b-67275347b13d/full/!200,200/0/default.jpg",1
136016,"Two Studies of an Indian from Calcutta, Seated and Standing",Eugène Delacroix,oil on canvas,Painting,,1823.0,1824.0,136016,https://api.nga.gov/iiif/65c2cad5-0058-4f1f-814b-f9e4e52f17c2,"https://api.nga.gov/iiif/65c2cad5-0058-4f1f-814b-f9e4e52f17c2/full/!200,200/0/default.jpg",1
30,"The Crucifixion with the Virgin, Saint John, Saint Jerome, and Saint Mary Magdalene [middle panel]",Pietro Perugino,oil on panel transferred to canvas,Painting,,1482.0,1485.0,30,https://api.nga.gov/iiif/63049d6b-06b2-4e4b-9443-532df5b30fa7,"https://api.nga.gov/iiif/63049d6b-06b2-4e4b-9443-532df5b30fa7/full/!200,200/0/default.jpg",1
42430,The Exhumation,Linton Park,oil on canvas,Painting,,1890.0,1890.0,42430,https://api.nga.gov/iiif/a65b56d8-7ae7-4a80-a84a-5a9dd7c13ea7,"https://api.nga.gov/iiif/a65b56d8-7ae7-4a80-a84a-5a9dd7c13ea7/full/!200,200/0/default.jpg",1
1129,Abraham Kintzing,Thomas Sully,oil on canvas,Painting,,1815.0,1815.0,1129,https://api.nga.gov/iiif/11b8ec3a-24cb-40f3-8602-4e46743001d5,"https://api.nga.gov/iiif/11b8ec3a-24cb-40f3-8602-4e46743001d5/full/!200,200/0/default.jpg",1
50257,Winter Harmony,John Henry Twachtman,oil on canvas,Painting,,1890.0,1900.0,50257,https://api.nga.gov/iiif/24f75bef-6596-4eac-8470-719b2f9876ec,"https://api.nga.gov/iiif/24f75bef-6596-4eac-8470-719b2f9876ec/full/!200,200/0/default.jpg",1
50520,Indian File - Iowa,George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1869.0,50520,https://api.nga.gov/iiif/0f949378-3a2e-4375-a909-27f8b9070678,"https://api.nga.gov/iiif/0f949378-3a2e-4375-a909-27f8b9070678/full/!200,200/0/default.jpg",1
43445,Portrait of an Old Man,J.C. Robinson,oil on canvas,Painting,,1848.0,1848.0,43445,https://api.nga.gov/iiif/8ab5b791-375d-4d74-86bd-a6e55ea36f07,"https://api.nga.gov/iiif/8ab5b791-375d-4d74-86bd-a6e55ea36f07/full/!200,200/0/default.jpg",1
72328,Roses,Vincent van Gogh,oil on canvas,Painting,,1890.0,1890.0,72328,https://api.nga.gov/iiif/bef8c58d-15ae-4649-b2ff-ae0ead24714e,"https://api.nga.gov/iiif/bef8c58d-15ae-4649-b2ff-ae0ead24714e/full/!200,200/0/default.jpg",1
66407,Woman Reading in the Studio,Jean-Baptiste-Camille Corot,oil on paperboard on wood,Painting,,1868.0,1868.0,66407,https://api.nga.gov/iiif/85d40b25-aef8-4586-829e-1b1d51203ff7,"https://api.nga.gov/iiif/85d40b25-aef8-4586-829e-1b1d51203ff7/full/!200,200/0/default.jpg",1
178318,Square in Paris,Jean François Raffaëlli,oil on canvas,Painting,,1850.0,1924.0,178318,https://api.nga.gov/iiif/a555a8ba-5b28-4e35-89db-b43b87264253,"https://api.nga.gov/iiif/a555a8ba-5b28-4e35-89db-b43b87264253/full/!200,200/0/default.jpg",1
12209,Saint Lucy,Francisco de Zurbarán,oil on canvas,Painting,,1625.0,1630.0,12209,https://api.nga.gov/iiif/5074f3fc-e181-4c76-9c36-247d7c0978fa,"https://api.nga.gov/iiif/5074f3fc-e181-4c76-9c36-247d7c0978fa/full/!200,200/0/default.jpg",1
228926,St. Lawrence,Portuguese 15th Century,oil on panel,Painting,,1475.0,1500.0,228926,https://api.nga.gov/iiif/23b70a46-576d-4cef-a376-d090d207b2ee,"https://api.nga.gov/iiif/23b70a46-576d-4cef-a376-d090d207b2ee/full/!200,200/0/default.jpg",1
46185,The Adoration of the Shepherds,Giovanni Girolamo Savoldo,oil on panel,Painting,,1530.0,1540.0,46185,https://api.nga.gov/iiif/2503e799-4135-4df3-91bd-48bdfbbf2873,"https://api.nga.gov/iiif/2503e799-4135-4df3-91bd-48bdfbbf2873/full/!200,200/0/default.jpg",1
50313,Scalp Dance - Sioux,George Catlin,oil on card mounted on paperboard,Painting,,1861.0,1861.0,50313,https://api.nga.gov/iiif/4e58edbd-c572-4f79-a858-edb6d835984c,"https://api.nga.gov/iiif/4e58edbd-c572-4f79-a858-edb6d835984c/full/!200,200/0/default.jpg",1
51090,Felucca off Gibraltar,Thomas Chambers,oil on canvas,Painting,,1825.0,1874.0,51090,https://api.nga.gov/iiif/8c73a8e6-8a04-41fa-b06f-3fadbe8037b1,"https://api.nga.gov/iiif/8c73a8e6-8a04-41fa-b06f-3fadbe8037b1/full/!200,200/0/default.jpg",1
214129,"Asparagus, Tomatoes, and a Squash",Paul Lacroix,oil on canvas,Painting,,1865.0,1865.0,214129,https://api.nga.gov/iiif/6396976d-f101-4a51-b62b-9ac923c51e07,"https://api.nga.gov/iiif/6396976d-f101-4a51-b62b-9ac923c51e07/full/!200,200/0/default.jpg",1
41605,Picnic after the Hunt,Nicolas Lancret,oil on canvas,Painting,,1735.0,1740.0,41605,https://api.nga.gov/iiif/d921d62d-1f0e-441d-9fce-0a8f1d7b76b1,"https://api.nga.gov/iiif/d921d62d-1f0e-441d-9fce-0a8f1d7b76b1/full/!200,200/0/default.jpg",1
150903,Old Factory,Paula Modersohn-Becker,oil on paperboard,Painting,,1900.0,1900.0,150903,https://api.nga.gov/iiif/9a2be20f-86b5-45d7-8095-8cbc43015767,"https://api.nga.gov/iiif/9a2be20f-86b5-45d7-8095-8cbc43015767/full/!200,200/0/default.jpg",1
73,Portrait of a Man,Hans Leonard Schäufelein,oil on panel,Painting,,1507.0,1507.0,73,https://api.nga.gov/iiif/f1f31fa5-b457-4859-8fff-3da617967212,"https://api.nga.gov/iiif/f1f31fa5-b457-4859-8fff-3da617967212/full/!200,200/0/default.jpg",1
178267,Landscape with Figures,Constant Troyon,oil on wood,Painting,,1825.0,1874.0,178267,https://api.nga.gov/iiif/8c32910f-a6ee-4e11-9a2c-d775ed89d69d,"https://api.nga.gov/iiif/8c32910f-a6ee-4e11-9a2c-d775ed89d69d/full/!200,200/0/default.jpg",1
50824,Portrait of a Woman,Thomas Skynner,oil on canvas,Painting,,1845.0,1845.0,50824,https://api.nga.gov/iiif/91c96ba0-c1ed-45fb-a439-dbaafa333977,"https://api.nga.gov/iiif/91c96ba0-c1ed-45fb-a439-dbaafa333977/full/!200,200/0/default.jpg",1
63,A Dutch Courtyard,Pieter de Hooch,oil on canvas,Painting,,1658.0,1660.0,63,https://api.nga.gov/iiif/1a1caf2d-5284-4849-9873-4560341a4b25,"https://api.nga.gov/iiif/1a1caf2d-5284-4849-9873-4560341a4b25/full/!200,200/0/default.jpg",1
61398,The Lavie Children,Johann Zoffany,oil on canvas,Painting,,1770.0,1770.0,61398,https://api.nga.gov/iiif/87327813-1d7e-43e4-bdcd-06e852095654,"https://api.nga.gov/iiif/87327813-1d7e-43e4-bdcd-06e852095654/full/!200,200/0/default.jpg",1
53120,The Battle of Love,Paul Cezanne,oil on canvas,Painting,,1880.0,1880.0,53120,https://api.nga.gov/iiif/142d053c-f747-4414-afb6-132e67fa6960,"https://api.nga.gov/iiif/142d053c-f747-4414-afb6-132e67fa6960/full/!200,200/0/default.jpg",1
46168,The Crucifixion with the Converted Centurion,Lucas Cranach the Elder,oil on panel,Painting,,1536.0,1536.0,46168,https://api.nga.gov/iiif/9591f4f7-5344-4a18-9381-89d79c8f4cda,"https://api.nga.gov/iiif/9591f4f7-5344-4a18-9381-89d79c8f4cda/full/!200,200/0/default.jpg",1
45,The Finding of Moses,Veronese,oil on canvas,Painting,,1581.0,1582.0,45,https://api.nga.gov/iiif/7ef08b06-e4ff-49e5-8c13-f79dd0b1a872,"https://api.nga.gov/iiif/7ef08b06-e4ff-49e5-8c13-f79dd0b1a872/full/!200,200/0/default.jpg",1
195123,The Truants,Eastman Johnson,oil on academy board,Painting,,1870.0,1870.0,195123,https://api.nga.gov/iiif/f1e8637b-03bd-41ec-b660-09411d8a194b,"https://api.nga.gov/iiif/f1e8637b-03bd-41ec-b660-09411d8a194b/full/!200,200/0/default.jpg",1
41593,Ranuccio Farnese,Titian,oil on canvas,Painting,,1541.0,1542.0,41593,https://api.nga.gov/iiif/acf2ae83-872b-4aee-b927-22913c5d06c1,"https://api.nga.gov/iiif/acf2ae83-872b-4aee-b927-22913c5d06c1/full/!200,200/0/default.jpg",1
12131,Bindo Altoviti,Raphael,oil on panel,Painting,,1515.0,1515.0,12131,https://api.nga.gov/iiif/b567bff1-506c-4c08-9689-c801fc55a35e,"https://api.nga.gov/iiif/b567bff1-506c-4c08-9689-c801fc55a35e/full/!200,200/0/default.jpg",1
426,Saint John the Baptist,Jacopo del Sellaio,oil on poplar panel,Painting,,1480.0,1480.0,426,https://api.nga.gov/iiif/d56ff173-a09e-469d-871e-d0a7bd346e65,"https://api.nga.gov/iiif/d56ff173-a09e-469d-871e-d0a7bd346e65/full/!200,200/0/default.jpg",1
80,An Old Lady with a Book,Rembrandt van Rijn and Workshop,oil on canvas,Painting,,1637.0,1637.0,80,https://api.nga.gov/iiif/d11ecc48-9cf8-482f-bf63-8ec3238816ef,"https://api.nga.gov/iiif/d11ecc48-9cf8-482f-bf63-8ec3238816ef/full/!200,200/0/default.jpg",1
61354,Nude with Hexagonal Quilt,George Bellows,oil on canvas,Painting,,1924.0,1924.0,61354,https://api.nga.gov/iiif/effb065f-862d-4171-87c2-fedf8ec99383,"https://api.nga.gov/iiif/effb065f-862d-4171-87c2-fedf8ec99383/full/!200,200/0/default.jpg",1
198424,Scenes from the Passion of Christ: The Descent into Limbo [right panel],Andrea Vanni,tempera on panel,Painting,,1380.0,1389.0,198424,https://api.nga.gov/iiif/4205a539-eadd-4486-89a7-3cff9c1ba428,"https://api.nga.gov/iiif/4205a539-eadd-4486-89a7-3cff9c1ba428/full/!200,200/0/default.jpg",1
50545,Four Xingu Indians,George Catlin,oil on card mounted on paperboard,Painting,,1854.0,1869.0,50545,https://api.nga.gov/iiif/a331c341-4eb1-49f1-b8bb-d66fd5f182d9,"https://api.nga.gov/iiif/a331c341-4eb1-49f1-b8bb-d66fd5f182d9/full/!200,200/0/default.jpg",1
52229,Carmen Gaudin,Henri de Toulouse-Lautrec,oil on wood,Painting,,1885.0,1885.0,52229,https://api.nga.gov/iiif/bad46dd7-bc30-4517-8a0d-51ed7e867c3b,"https://api.nga.gov/iiif/bad46dd7-bc30-4517-8a0d-51ed7e867c3b/full/!200,200/0/default.jpg",1
1154,The Saint Anne Altarpiece: Saint Nicholas [left panel],Gerard David and Workshop,oil on panel,Painting,,1500.0,1520.0,1154,https://api.nga.gov/iiif/8d5e54e2-78be-4d80-b526-700e9746916e,"https://api.nga.gov/iiif/8d5e54e2-78be-4d80-b526-700e9746916e/full/!200,200/0/default.jpg",1
3158,Henry Pratt,Thomas Sully,oil on canvas,Painting,,1815.0,1815.0,3158,https://api.nga.gov/iiif/4b3603f3-e765-4a26-93bc-4af1c26cf103,"https://api.nga.gov/iiif/4b3603f3-e765-4a26-93bc-4af1c26cf103/full/!200,200/0/default.jpg",1
1226,The Junction of the Thames and the Medway,Joseph Mallord William Turner,oil on canvas,Painting,,1807.0,1807.0,1226,https://api.nga.gov/iiif/4c91e476-adc9-4dbd-be17-0d81069af41b,"https://api.nga.gov/iiif/4c91e476-adc9-4dbd-be17-0d81069af41b/full/!200,200/0/default.jpg",1
103172,"Poppies, Isles of Shoals",Childe Hassam,oil on canvas,Painting,,1891.0,1891.0,103172,https://api.nga.gov/iiif/eae1e446-f067-4f1e-8eb4-b212b3ea0f35,"https://api.nga.gov/iiif/eae1e446-f067-4f1e-8eb4-b212b3ea0f35/full/!200,200/0/default.jpg",1
177795,Man with a Sheet of Music,Rembrandt van Rijn,oil on panel,Painting,,1633.0,1633.0,177795,https://api.nga.gov/iiif/223524b5-ba54-4b89-8bed-3940e68a4f91,"https://api.nga.gov/iiif/223524b5-ba54-4b89-8bed-3940e68a4f91/full/!200,200/0/default.jpg",1
34054,William Sidney Mount,Charles Loring Elliott,oil on canvas,Painting,,1850.0,1850.0,34054,https://api.nga.gov/iiif/88b24c8c-600a-4080-922f-6960c60608a2,"https://api.nga.gov/iiif/88b24c8c-600a-4080-922f-6960c60608a2/full/!200,200/0/default.jpg",1
