objectid,title,classification,iiifurl,iiifthumburl,openaccess,portrait_like
403,"Madonna and Child, with the Man of Sorrows [middle panel]",Painting,https://api.nga.gov/iiif/35bda0d1-9ca6-4fee-a339-8046cc6e198c,"https://api.nga.gov/iiif/35bda0d1-9ca6-4fee-a339-8046cc6e198c/full/!200,200/0/default.jpg",1,True
404,Saint John the Evangelist [right panel],Painting,https://api.nga.gov/iiif/da71f518-1b9e-4971-9c98-462b3cdce5f8,"https://api.nga.gov/iiif/da71f518-1b9e-4971-9c98-462b3cdce5f8/full/!200,200/0/default.jpg",1,True
405,Madonna and Child in a Landscape,Painting,https://api.nga.gov/iiif/39eccc24-0e44-4e47-bbc2-24d5cacd4417,"https://api.nga.gov/iiif/39eccc24-0e44-4e47-bbc2-24d5cacd4417/full/!200,200/0/default.jpg",1,True
406,Profile Portrait of a Boy,Painting,https://api.nga.gov/iiif/74df6f92-b371-42c7-b835-b4cb9ae167b6,"https://api.nga.gov/iiif/74df6f92-b371-42c7-b835-b4cb9ae167b6/full/!200,200/0/default.jpg",1,True
407,Madonna and Child,Painting,https://api.nga.gov/iiif/d03d911a-9d6d-4eb5-ab44-298db3d40c10,"https://api.nga.gov/iiif/d03d911a-9d6d-4eb5-ab44-298db3d40c10/full/!200,200/0/default.jpg",1,True
408,Saint Ursula with Two Angels and Donor,Painting,https://api.nga.gov/iiif/4fbfb541-8673-442c-8ac9-43e661642e4e,"https://api.nga.gov/iiif/4fbfb541-8673-442c-8ac9-43e661642e4e/full/!200,200/0/default.jpg",1,True
409,Madonna and Child,Painting,https://api.nga.gov/iiif/e9c8084a-335c-427b-931d-372f839b6dd9,"https://api.nga.gov/iiif/e9c8084a-335c-427b-931d-372f839b6dd9/full/!200,200/0/default.jpg",1,True
411,The Crippled and Sick Cured at the Tomb of Saint Nicholas,Painting,https://api.nga.gov/iiif/0d611df5-8ef3-4153-8df7-c6eb6a86bc38,"https://api.nga.gov/iiif/0d611df5-8ef3-4153-8df7-c6eb6a86bc38/full/!200,200/0/default.jpg",1,True
414,Saint Peter,Painting,https://api.nga.gov/iiif/bbedbb38-f641-4efe-b27a-f2e1139508a7,"https://api.nga.gov/iiif/bbedbb38-f641-4efe-b27a-f2e1139508a7/full/!200,200/0/default.jpg",1,True
417,"Madonna and Child with Saint Jerome, Saint Bernardino, and Angels",Painting,https://api.nga.gov/iiif/2022a08c-1b2a-42e7-9987-1947f61a0c03,"https://api.nga.gov/iiif/2022a08c-1b2a-42e7-9987-1947f61a0c03/full/!200,200/0/default.jpg",1,True
423,Saint Jerome in the Wilderness,Painting,https://api.nga.gov/iiif/505de18c-648f-4d3c-93a7-413b3243be90,"https://api.nga.gov/iiif/505de18c-648f-4d3c-93a7-413b3243be90/full/!200,200/0/default.jpg",1,True
426,Saint John the Baptist,Painting,https://api.nga.gov/iiif/d56ff173-a09e-469d-871e-d0a7bd346e65,"https://api.nga.gov/iiif/d56ff173-a09e-469d-871e-d0a7bd346e65/full/!200,200/0/default.jpg",1,True
433,Madonna and Child,Painting,https://api.nga.gov/iiif/2b5b0121-85d6-4c8e-9752-a83fb70d7995,"https://api.nga.gov/iiif/2b5b0121-85d6-4c8e-9752-a83fb70d7995/full/!200,200/0/default.jpg",1,True
434,Saint John the Baptist,Painting,https://api.nga.gov/iiif/3c95ac77-d680-46b1-bdeb-2add2b0c34e0,"https://api.nga.gov/iiif/3c95ac77-d680-46b1-bdeb-2add2b0c34e0/full/!200,200/0/default.jpg",1,True
435,Woman Holding an Apple,Painting,https://api.nga.gov/iiif/4b6a997d-410c-44af-a3f1-95ac4f103717,"https://api.nga.gov/iiif/4b6a997d-410c-44af-a3f1-95ac4f103717/full/!200,200/0/default.jpg",1,True
436,The Meeting of Saint Anthony and Saint Paul,Painting,https://api.nga.gov/iiif/a2ef8440-9638-4900-bd55-e6061de7524a,"https://api.nga.gov/iiif/a2ef8440-9638-4900-bd55-e6061de7524a/full/!200,200/0/default.jpg",1,True
437,Portrait of a Youth,Painting,https://api.nga.gov/iiif/fa0e4ad8-7e91-44bf-a035-6a9c6605308e,"https://api.nga.gov/iiif/fa0e4ad8-7e91-44bf-a035-6a9c6605308e/full/!200,200/0/default.jpg",1,True
440,"Madonna and Child with Saint Jerome, Saint Catherine of Alexandria, and Angels",Painting,https://api.nga.gov/iiif/07572d12-752f-4283-be45-6afe3e352e0c,"https://api.nga.gov/iiif/07572d12-752f-4283-be45-6afe3e352e0c/full/!200,200/0/default.jpg",1,True
447,Madonna and Child with the Infant Saint John,Painting,https://api.nga.gov/iiif/f471700d-1058-4fc2-b13e-8a541b843cdd,"https://api.nga.gov/iiif/f471700d-1058-4fc2-b13e-8a541b843cdd/full/!200,200/0/default.jpg",1,True
453,Saint Jerome Reading,Painting,https://api.nga.gov/iiif/d30baae3-1061-412e-afe4-f1201ed6a5ad,"https://api.nga.gov/iiif/d30baae3-1061-412e-afe4-f1201ed6a5ad/full/!200,200/0/default.jpg",1,True
496,Madonna and Child,Painting,https://api.nga.gov/iiif/2ea2d362-7c35-4819-860d-d3c7de2db4b8,"https://api.nga.gov/iiif/2ea2d362-7c35-4819-860d-d3c7de2db4b8/full/!200,200/0/default.jpg",1,True
497,Portrait of a Young Woman,Painting,https://api.nga.gov/iiif/3a948539-d3c8-4be3-b055-c23f97ed018f,"https://api.nga.gov/iiif/3a948539-d3c8-4be3-b055-c23f97ed018f/full/!200,200/0/default.jpg",1,True
498,The Virgin Reading,Painting,https://api.nga.gov/iiif/49a3ba61-e989-48cd-acb6-b9319de27557,"https://api.nga.gov/iiif/49a3ba61-e989-48cd-acb6-b9319de27557/full/!200,200/0/default.jpg",1,True
499,Portrait of a Man,Painting,https://api.nga.gov/iiif/dfc3527e-321a-4678-9032-afbc891c441a,"https://api.nga.gov/iiif/dfc3527e-321a-4678-9032-afbc891c441a/full/!200,200/0/default.jpg",1,True
501,Portrait of a Man,Painting,https://api.nga.gov/iiif/e2dd819e-1abc-4613-9c65-0753a34ad85e,"https://api.nga.gov/iiif/e2dd819e-1abc-4613-9c65-0753a34ad85e/full/!200,200/0/default.jpg",1,True
505,The Visitation with Saint Nicholas and Saint Anthony Abbot,Painting,https://api.nga.gov/iiif/53a3d42d-c211-4df6-b199-88086fdbd5a9,"https://api.nga.gov/iiif/53a3d42d-c211-4df6-b199-88086fdbd5a9/full/!200,200/0/default.jpg",1,True
515,The Nativity with the Infant Saint John,Painting,https://api.nga.gov/iiif/af776d93-db3e-42ec-905b-5760dcc97bbc,"https://api.nga.gov/iiif/af776d93-db3e-42ec-905b-5760dcc97bbc/full/!200,200/0/default.jpg",1,True
526,The Apparition of the Virgin,Painting,https://api.nga.gov/iiif/a70547b2-b7c9-42ea-91b0-3b9fb3cc367e,"https://api.nga.gov/iiif/a70547b2-b7c9-42ea-91b0-3b9fb3cc367e/full/!200,200/0/default.jpg",1,True
532,Saint Lucretia,Painting,https://api.nga.gov/iiif/b0ca8e84-8b08-4d5a-aff5-d1089e143271,"https://api.nga.gov/iiif/b0ca8e84-8b08-4d5a-aff5-d1089e143271/full/!200,200/0/default.jpg",1,True
565,George Washington (Vaughan-Sinclair portrait),Painting,https://api.nga.gov/iiif/c74ae2c3-6e32-4e43-a380-77ad313dba61,"https://api.nga.gov/iiif/c74ae2c3-6e32-4e43-a380-77ad313dba61/full/!200,200/0/default.jpg",1,True
570,Portrait of a Gentleman,Painting,https://api.nga.gov/iiif/da63faa0-8a73-40cb-99ca-adc47ee0df82,"https://api.nga.gov/iiif/da63faa0-8a73-40cb-99ca-adc47ee0df82/full/!200,200/0/default.jpg",1,True
571,A Young Man in a Large Hat,Painting,https://api.nga.gov/iiif/a8e514ad-42e0-4416-8bbc-b3e5a2076799,"https://api.nga.gov/iiif/a8e514ad-42e0-4416-8bbc-b3e5a2076799/full/!200,200/0/default.jpg",1,True
572,Man in Oriental Costume,Painting,https://api.nga.gov/iiif/a234bdbb-eac2-4a91-95f2-f62b2c859fd3,"https://api.nga.gov/iiif/a234bdbb-eac2-4a91-95f2-f62b2c859fd3/full/!200,200/0/default.jpg",1,True
573,Portrait of a Flemish Lady,Painting,https://api.nga.gov/iiif/7a5c8d93-6d4e-4eb4-9b4d-cb0406c7f16f,"https://api.nga.gov/iiif/7a5c8d93-6d4e-4eb4-9b4d-cb0406c7f16f/full/!200,200/0/default.jpg",1,True
891,"Saint Mary Magdalene, with an Angel [left panel]",Painting,https://api.nga.gov/iiif/44354fc3-8c75-4ea8-89d0-c6715dfda5d1,"https://api.nga.gov/iiif/44354fc3-8c75-4ea8-89d0-c6715dfda5d1/full/!200,200/0/default.jpg",1,True
892,"Madonna and Child, with the Blessing Christ [middle panel]",Painting,https://api.nga.gov/iiif/80e3e601-d1dc-48bf-9063-3f7f14143e04,"https://api.nga.gov/iiif/80e3e601-d1dc-48bf-9063-3f7f14143e04/full/!200,200/0/default.jpg",1,True
893,"Saint Catherine of Alexandria, with an Angel [right panel]",Painting,https://api.nga.gov/iiif/ec0b342e-1f6f-421f-840d-1532eb529d6c,"https://api.nga.gov/iiif/ec0b342e-1f6f-421f-840d-1532eb529d6c/full/!200,200/0/default.jpg",1,True
995,The Binning Children,Painting,https://api.nga.gov/iiif/42a6bfaf-d287-4307-8d9b-c1373e6fd0da,"https://api.nga.gov/iiif/42a6bfaf-d287-4307-8d9b-c1373e6fd0da/full/!200,200/0/default.jpg",1,True
1095,Portrait of a Gentleman,Painting,https://api.nga.gov/iiif/31a3cd18-cb80-4b44-abf0-6c84ce152c93,"https://api.nga.gov/iiif/31a3cd18-cb80-4b44-abf0-6c84ce152c93/full/!200,200/0/default.jpg",1,True
1099,Portrait of a Lady,Painting,https://api.nga.gov/iiif/a7b56a81-f208-4595-a50e-35344112d795,"https://api.nga.gov/iiif/a7b56a81-f208-4595-a50e-35344112d795/full/!200,200/0/default.jpg",1,True
1102,Portrait of a Man,Painting,https://api.nga.gov/iiif/ca1dc4dd-6697-46c1-9fe5-95cd21b2a71f,"https://api.nga.gov/iiif/ca1dc4dd-6697-46c1-9fe5-95cd21b2a71f/full/!200,200/0/default.jpg",1,True
1121,George Washington (Vaughan portrait),Painting,https://api.nga.gov/iiif/26a07dd0-941a-4d1c-8381-d8125547ff24,"https://api.nga.gov/iiif/26a07dd0-941a-4d1c-8381-d8125547ff24/full/!200,200/0/default.jpg",1,True
1131,Portrait of a Lady,Painting,https://api.nga.gov/iiif/53b4c3fd-5d06-47d1-9e4b-dffa4dc05fca,"https://api.nga.gov/iiif/53b4c3fd-5d06-47d1-9e4b-dffa4dc05fca/full/!200,200/0/default.jpg",1,True
1135,A Gentleman of the Morris Family,Painting,https://api.nga.gov/iiif/28ded22f-0ade-446c-bed7-8870c91d319c,"https://api.nga.gov/iiif/28ded22f-0ade-446c-bed7-8870c91d319c/full/!200,200/0/default.jpg",1,True
1140,Madonna and Child with Saint Jerome and Saint Bernardino of Siena,Painting,https://api.nga.gov/iiif/70681fcc-b40a-4147-9803-c632037b4f74,"https://api.nga.gov/iiif/70681fcc-b40a-4147-9803-c632037b4f74/full/!200,200/0/default.jpg",1,True
1142,The Baptism of Christ,Painting,https://api.nga.gov/iiif/438b0fa2-4c5b-4993-ba89-d91a9d37fc39,"https://api.nga.gov/iiif/438b0fa2-4c5b-4993-ba89-d91a9d37fc39/full/!200,200/0/default.jpg",1,True
1143,A Young Woman and Her Little Boy,Painting,https://api.nga.gov/iiif/bb63dde5-923f-4f5a-a814-7a6d96642b8e,"https://api.nga.gov/iiif/bb63dde5-923f-4f5a-a814-7a6d96642b8e/full/!200,200/0/default.jpg",1,True
1148,"Corot's Studio: Woman Seated Before an Easel, a Mandolin in her Hand",Painting,https://api.nga.gov/iiif/e4788e0d-79d1-434c-a358-3015c865409b,"https://api.nga.gov/iiif/e4788e0d-79d1-434c-a358-3015c865409b/full/!200,200/0/default.jpg",1,True
1152,Lady and Gentleman on Horseback,Painting,https://api.nga.gov/iiif/94c41c4c-519c-4fba-bdcc-0f712376ceff,"https://api.nga.gov/iiif/94c41c4c-519c-4fba-bdcc-0f712376ceff/full/!200,200/0/default.jpg",1,True
1154,The Saint Anne Altarpiece: Saint Nicholas [left panel],Painting,https://api.nga.gov/iiif/8d5e54e2-78be-4d80-b526-700e9746916e,"https://api.nga.gov/iiif/8d5e54e2-78be-4d80-b526-700e9746916e/full/!200,200/0/default.jpg",1,True
1155,The Saint Anne Altarpiece: Saint Anne with the Virgin and Child [middle panel],Painting,https://api.nga.gov/iiif/072919d5-cf19-4605-8c9c-a85267f9ca96,"https://api.nga.gov/iiif/072919d5-cf19-4605-8c9c-a85267f9ca96/full/!200,200/0/default.jpg",1,True
1156,The Saint Anne Altarpiece: Saint Anthony of Padua [right panel],Painting,https://api.nga.gov/iiif/5ef4c2b2-4df1-43d0-aaac-21ee5bef1fcd,"https://api.nga.gov/iiif/5ef4c2b2-4df1-43d0-aaac-21ee5bef1fcd/full/!200,200/0/default.jpg",1,True
1164,Saint Martin and the Beggar,Painting,https://api.nga.gov/iiif/db862e1d-b007-4411-98bc-7460e9ea8dee,"https://api.nga.gov/iiif/db862e1d-b007-4411-98bc-7460e9ea8dee/full/!200,200/0/default.jpg",1,True
1165,Madonna and Child with Saint Martina and Saint Agnes,Painting,https://api.nga.gov/iiif/ba5a6442-6fcd-40b3-a608-c023394f171b,"https://api.nga.gov/iiif/ba5a6442-6fcd-40b3-a608-c023394f171b/full/!200,200/0/default.jpg",1,True
1167,Portrait of a Man,Painting,https://api.nga.gov/iiif/cab68476-336a-4223-90fe-eb33ba2e5293,"https://api.nga.gov/iiif/cab68476-336a-4223-90fe-eb33ba2e5293/full/!200,200/0/default.jpg",1,True
1168,Portrait of a Gentleman,Painting,https://api.nga.gov/iiif/b4040d59-d7aa-4748-b785-9fb5d7041e44,"https://api.nga.gov/iiif/b4040d59-d7aa-4748-b785-9fb5d7041e44/full/!200,200/0/default.jpg",1,True
1173,Woman and Child in a Courtyard,Painting,https://api.nga.gov/iiif/383f16c8-9e6c-4565-bfa4-1017989c6310,"https://api.nga.gov/iiif/383f16c8-9e6c-4565-bfa4-1017989c6310/full/!200,200/0/default.jpg",1,True
1174,The Hoppner Children,Painting,https://api.nga.gov/iiif/e3393192-07f1-4a48-9782-72e2f814b65d,"https://api.nga.gov/iiif/e3393192-07f1-4a48-9782-72e2f814b65d/full/!200,200/0/default.jpg",1,True
1177,Portrait of Lorenzo di Credi,Painting,https://api.nga.gov/iiif/7681ffe3-535b-4e75-9d28-a288d7ce0cf5,"https://api.nga.gov/iiif/7681ffe3-535b-4e75-9d28-a288d7ce0cf5/full/!200,200/0/default.jpg",1,True
1183,Madonna and Child,Painting,https://api.nga.gov/iiif/330fdee8-fa99-44ed-8928-b67b55a4ef1c,"https://api.nga.gov/iiif/330fdee8-fa99-44ed-8928-b67b55a4ef1c/full/!200,200/0/default.jpg",1,True
1186,Portrait of a Lady,Painting,https://api.nga.gov/iiif/3c4d40ea-b148-4a1f-b0d8-840929cbb973,"https://api.nga.gov/iiif/3c4d40ea-b148-4a1f-b0d8-840929cbb973/full/!200,200/0/default.jpg",1,True
1189,Madonna and Child,Painting,https://api.nga.gov/iiif/f2087521-95a8-42e9-b383-712221c3b31b,"https://api.nga.gov/iiif/f2087521-95a8-42e9-b383-712221c3b31b/full/!200,200/0/default.jpg",1,True
1190,Portrait of a Young Woman,Painting,https://api.nga.gov/iiif/6e88a454-54bc-4e01-8f42-858204240740,"https://api.nga.gov/iiif/6e88a454-54bc-4e01-8f42-858204240740/full/!200,200/0/default.jpg",1,True
1196,The Small Cowper Madonna,Painting,https://api.nga.gov/iiif/314c647b-d36f-430c-8450-1ec66c05037a,"https://api.nga.gov/iiif/314c647b-d36f-430c-8450-1ec66c05037a/full/!200,200/0/default.jpg",1,True
1197,Head of Saint Matthew,Painting,https://api.nga.gov/iiif/abb2963f-62ac-4cb6-a680-cb81755a8bcc,"https://api.nga.gov/iiif/abb2963f-62ac-4cb6-a680-cb81755a8bcc/full/!200,200/0/default.jpg",1,True
1202,Study of an Old Man,Painting,https://api.nga.gov/iiif/d277c2a7-190e-475a-bae9-f1cbd0b1218d,"https://api.nga.gov/iiif/d277c2a7-190e-475a-bae9-f1cbd0b1218d/full/!200,200/0/default.jpg",1,True
1203,Head of an Aged Woman,Painting,https://api.nga.gov/iiif/33e0e57c-9846-4535-9cc9-fd615abe79ab,"https://api.nga.gov/iiif/33e0e57c-9846-4535-9cc9-fd615abe79ab/full/!200,200/0/default.jpg",1,True
1206,Portrait of a Gentleman with a Tall Hat and Gloves,Painting,https://api.nga.gov/iiif/4ea98624-ae65-408f-8322-745527f6c352,"https://api.nga.gov/iiif/4ea98624-ae65-408f-8322-745527f6c352/full/!200,200/0/default.jpg",1,True
1207,Portrait of a Lady with an Ostrich-Feather Fan,Painting,https://api.nga.gov/iiif/5ba544cc-c2d9-4991-92fb-4fee13768524,"https://api.nga.gov/iiif/5ba544cc-c2d9-4991-92fb-4fee13768524/full/!200,200/0/default.jpg",1,True
1208,Portrait of a Man in a Tall Hat,Painting,https://api.nga.gov/iiif/83fa68e7-ed75-449d-935d-deeaefb7a0dc,"https://api.nga.gov/iiif/83fa68e7-ed75-449d-935d-deeaefb7a0dc/full/!200,200/0/default.jpg",1,True
1209,Portrait of Rembrandt,Painting,https://api.nga.gov/iiif/99356b71-7652-482d-87c2-b99b94382742,"https://api.nga.gov/iiif/99356b71-7652-482d-87c2-b99b94382742/full/!200,200/0/default.jpg",1,True
1213,Lady Cornewall,Painting,https://api.nga.gov/iiif/ee937274-0923-45dc-b493-7e4cbd4efea3,"https://api.nga.gov/iiif/ee937274-0923-45dc-b493-7e4cbd4efea3/full/!200,200/0/default.jpg",1,True
1214,Lady Elizabeth Hamilton,Painting,https://api.nga.gov/iiif/6357c7b8-918f-4066-97b5-e699198b504e,"https://api.nga.gov/iiif/6357c7b8-918f-4066-97b5-e699198b504e/full/!200,200/0/default.jpg",1,True
1217,Lady Arabella Ward,Painting,https://api.nga.gov/iiif/65f8d5c4-dbbb-4bbd-8a9f-1e87b9b1f2c4,"https://api.nga.gov/iiif/65f8d5c4-dbbb-4bbd-8a9f-1e87b9b1f2c4/full/!200,200/0/default.jpg",1,True
1227,The Virgin as Intercessor,Painting,https://api.nga.gov/iiif/fe8a2703-99bd-4da9-9d8e-5ae7bad003cf,"https://api.nga.gov/iiif/fe8a2703-99bd-4da9-9d8e-5ae7bad003cf/full/!200,200/0/default.jpg",1,True
1230,A Genoese Noblewoman and Her Son,Painting,https://api.nga.gov/iiif/483d4eb2-e0cf-4a48-85d9-dc460ba41494,"https://api.nga.gov/iiif/483d4eb2-e0cf-4a48-85d9-dc460ba41494/full/!200,200/0/default.jpg",1,True
1234,"Catherine Howard, Lady d'Aubigny",Painting,https://api.nga.gov/iiif/d98a958b-291a-40f3-9dda-b5d371b69dd7,"https://api.nga.gov/iiif/d98a958b-291a-40f3-9dda-b5d371b69dd7/full/!200,200/0/default.jpg",1,True
1235,Portrait of a Young Man,Painting,https://api.nga.gov/iiif/adfc4257-a364-4087-9a25-4727ef3bc56f,"https://api.nga.gov/iiif/adfc4257-a364-4087-9a25-4727ef3bc56f/full/!200,200/0/default.jpg",1,True
1236,Woman Holding a Balance,Painting,https://api.nga.gov/iiif/c948cf32-e6c7-41a0-a053-0ad0562960c4,"https://api.nga.gov/iiif/c948cf32-e6c7-41a0-a053-0ad0562960c4/full/!200,200/0/default.jpg",1,True
1237,Girl with a Flute,Painting,https://api.nga.gov/iiif/1829584c-abf5-4c25-9977-8d13687a7406,"https://api.nga.gov/iiif/1829584c-abf5-4c25-9977-8d13687a7406/full/!200,200/0/default.jpg",1,True
3159,"William Henry Cavendish Bentinck, 3rd Duke of Portland",Painting,https://api.nga.gov/iiif/06f9b2d6-4140-4886-bb69-b4374d0fb01c,"https://api.nga.gov/iiif/06f9b2d6-4140-4886-bb69-b4374d0fb01c/full/!200,200/0/default.jpg",1,True
3199,Portrait of a Nobleman,Painting,https://api.nga.gov/iiif/fed0d8c0-6d9d-458e-873a-d74077668d35,"https://api.nga.gov/iiif/fed0d8c0-6d9d-458e-873a-d74077668d35/full/!200,200/0/default.jpg",1,True
3200,Saint Bernard with Donor [obverse],Painting,https://api.nga.gov/iiif/d20acee9-c24e-4d81-96c0-bb4d55efa42b,"https://api.nga.gov/iiif/d20acee9-c24e-4d81-96c0-bb4d55efa42b/full/!200,200/0/default.jpg",1,True
3202,Portrait of a Lady,Painting,https://api.nga.gov/iiif/6fe68ba1-6d3c-4b43-a731-60aa6091e70d,"https://api.nga.gov/iiif/6fe68ba1-6d3c-4b43-a731-60aa6091e70d/full/!200,200/0/default.jpg",1,True
3209,Portrait of a Lady,Painting,https://api.nga.gov/iiif/6ef82b24-304d-4a3a-aabe-f5b56d07d970,"https://api.nga.gov/iiif/6ef82b24-304d-4a3a-aabe-f5b56d07d970/full/!200,200/0/default.jpg",1,True
3238,Sketch of a Woman,Painting,https://api.nga.gov/iiif/2ed20848-64ef-47ed-b826-540d3d1d224f,"https://api.nga.gov/iiif/2ed20848-64ef-47ed-b826-540d3d1d224f/full/!200,200/0/default.jpg",1,True
12099,Madonna and Child,Painting,https://api.nga.gov/iiif/84719d50-679d-4c7f-9df0-0af6d44700d3,"https://api.nga.gov/iiif/84719d50-679d-4c7f-9df0-0af6d44700d3/full/!200,200/0/default.jpg",1,True
12102,Saint Margaret,Painting,https://api.nga.gov/iiif/fed94329-6acf-45b7-b36b-47cd038d8626,"https://api.nga.gov/iiif/fed94329-6acf-45b7-b36b-47cd038d8626/full/!200,200/0/default.jpg",1,True
12103,Saint Apollonia,Painting,https://api.nga.gov/iiif/9c41ae51-6390-4c5a-9dd8-6e4bde79c06d,"https://api.nga.gov/iiif/9c41ae51-6390-4c5a-9dd8-6e4bde79c06d/full/!200,200/0/default.jpg",1,True
12111,Madonna and Child,Painting,https://api.nga.gov/iiif/02e91ca8-f02b-4ca7-bb23-49d640cc02f4,"https://api.nga.gov/iiif/02e91ca8-f02b-4ca7-bb23-49d640cc02f4/full/!200,200/0/default.jpg",1,True
12118,Saint Catherine of Alexandria,Painting,https://api.nga.gov/iiif/b4ee3d5d-4397-4e7e-b946-20a22c878230,"https://api.nga.gov/iiif/b4ee3d5d-4397-4e7e-b946-20a22c878230/full/!200,200/0/default.jpg",1,True
12125,The Baptism of Christ,Painting,https://api.nga.gov/iiif/4e4b72ae-9903-4515-b017-e76053cc12d5,"https://api.nga.gov/iiif/4e4b72ae-9903-4515-b017-e76053cc12d5/full/!200,200/0/default.jpg",1,True
12129,Christ at the Sea of Galilee,Painting,https://api.nga.gov/iiif/96d0a15c-9a96-44a0-81be-e5d5c4872451,"https://api.nga.gov/iiif/96d0a15c-9a96-44a0-81be-e5d5c4872451/full/!200,200/0/default.jpg",1,True
12134,The Coronation of the Virgin,Painting,https://api.nga.gov/iiif/4f1c0f86-404b-41f3-81e3-75a35fea96eb,"https://api.nga.gov/iiif/4f1c0f86-404b-41f3-81e3-75a35fea96eb/full/!200,200/0/default.jpg",1,True
12135,Madonna and Child with Saints,Painting,https://api.nga.gov/iiif/06dce57d-a67c-40e4-9365-54d8720edc80,"https://api.nga.gov/iiif/06dce57d-a67c-40e4-9365-54d8720edc80/full/!200,200/0/default.jpg",1,True
12138,Madonna of the Goldfinch,Painting,https://api.nga.gov/iiif/3e77b2e1-a36a-482f-85f8-96eaf89b679a,"https://api.nga.gov/iiif/3e77b2e1-a36a-482f-85f8-96eaf89b679a/full/!200,200/0/default.jpg",1,True
12139,"Francesco II Gonzaga, Fourth Marquis of Mantua",Painting,https://api.nga.gov/iiif/a2c98cf7-cb29-43d0-a153-30d067973032,"https://api.nga.gov/iiif/a2c98cf7-cb29-43d0-a153-30d067973032/full/!200,200/0/default.jpg",1,True
12143,Madonna and Child with Five Angels,Painting,https://api.nga.gov/iiif/2f890ae3-3eae-41d3-8ada-6210ea87ea27,"https://api.nga.gov/iiif/2f890ae3-3eae-41d3-8ada-6210ea87ea27/full/!200,200/0/default.jpg",1,True
12145,Madonna and Child with Angels,Painting,https://api.nga.gov/iiif/c814fc4e-77aa-49b7-b1db-b2756d813731,"https://api.nga.gov/iiif/c814fc4e-77aa-49b7-b1db-b2756d813731/full/!200,200/0/default.jpg",1,True
12146,Saint John in the Desert,Painting,https://api.nga.gov/iiif/6f6f7b9a-07f9-4e6b-98bb-d02caaf238da,"https://api.nga.gov/iiif/6f6f7b9a-07f9-4e6b-98bb-d02caaf238da/full/!200,200/0/default.jpg",1,True
12197,Mother of Pearl and Silver: The Andalusian,Painting,https://api.nga.gov/iiif/357b1f5b-2d1b-4bb1-8246-02e38b08476a,"https://api.nga.gov/iiif/357b1f5b-2d1b-4bb1-8246-02e38b08476a/full/!200,200/0/default.jpg",1,True
12198,"Symphony in White, No. 1: The White Girl",Painting,https://api.nga.gov/iiif/4133ddae-6de0-4e9f-8ded-a43b2ac6c8c1,"https://api.nga.gov/iiif/4133ddae-6de0-4e9f-8ded-a43b2ac6c8c1/full/!200,200/0/default.jpg",1,True
12201,Portrait of a Man,Painting,https://api.nga.gov/iiif/49afef74-296c-4851-9bfd-57bb9c0389ff,"https://api.nga.gov/iiif/49afef74-296c-4851-9bfd-57bb9c0389ff/full/!200,200/0/default.jpg",1,True
12203,Young Woman with a Muff,Painting,https://api.nga.gov/iiif/a66700df-fce8-4a8b-ba15-e2dd40786633,"https://api.nga.gov/iiif/a66700df-fce8-4a8b-ba15-e2dd40786633/full/!200,200/0/default.jpg",1,True
12204,Saint Jerome,Painting,https://api.nga.gov/iiif/119e0e08-4971-4d2f-b618-02b6b97a03dd,"https://api.nga.gov/iiif/119e0e08-4971-4d2f-b618-02b6b97a03dd/full/!200,200/0/default.jpg",1,True
12207,"Head of One of the Three Kings: Melchior, The Assyrian King",Painting,https://api.nga.gov/iiif/e01097e5-8831-47bf-be73-941c4e20f549,"https://api.nga.gov/iiif/e01097e5-8831-47bf-be73-941c4e20f549/full/!200,200/0/default.jpg",1,True
12208,Portrait of a Man with a Landscape View,Painting,https://api.nga.gov/iiif/397974ff-59f9-4a8a-a7af-daa99832b756,"https://api.nga.gov/iiif/397974ff-59f9-4a8a-a7af-daa99832b756/full/!200,200/0/default.jpg",1,True
12209,Saint Lucy,Painting,https://api.nga.gov/iiif/5074f3fc-e181-4c76-9c36-247d7c0978fa,"https://api.nga.gov/iiif/5074f3fc-e181-4c76-9c36-247d7c0978fa/full/!200,200/0/default.jpg",1,True
30744,Madonna of Saint Jerome,Painting,https://api.nga.gov/iiif/d0cac222-700a-4303-a9a6-dcdb13ce78a4,"https://api.nga.gov/iiif/d0cac222-700a-4303-a9a6-dcdb13ce78a4/full/!200,200/0/default.jpg",1,True
32577,Lady with a Harp: Eliza Ridgely,Painting,https://api.nga.gov/iiif/b8f8a1ff-6d0e-4a1b-8470-d1d884b285f1,"https://api.nga.gov/iiif/b8f8a1ff-6d0e-4a1b-8470-d1d884b285f1/full/!200,200/0/default.jpg",1,True
32588,"The Square of Saint Mark's, Venice",Painting,https://api.nga.gov/iiif/c25be5bf-4592-4102-a908-17082b19542d,"https://api.nga.gov/iiif/c25be5bf-4592-4102-a908-17082b19542d/full/!200,200/0/default.jpg",1,True
32678,Lodovico Widmann,Painting,https://api.nga.gov/iiif/8f492ff3-8a7d-455f-bfbc-538684d9128b,"https://api.nga.gov/iiif/8f492ff3-8a7d-455f-bfbc-538684d9128b/full/!200,200/0/default.jpg",1,True
32682,Family Portrait,Painting,https://api.nga.gov/iiif/f1ba2694-7733-49c5-80d4-a6bdd1b6f7c9,"https://api.nga.gov/iiif/f1ba2694-7733-49c5-80d4-a6bdd1b6f7c9/full/!200,200/0/default.jpg",1,True
